video_code,points
C000698,"[799.07976331997, 435.1714384495992, 958.0729429611844, 502.0710617149355, 1111.3406064380335, 456.29763527023164, 1181.8084976917576, 435.1714384495992, 1028.1004098945723, 390.71839930618484, 930.3262107800305, 407.4433051225189]"
C000699,"[805.697318672509, 433.2189365888763, 964.526150583548, 493.28528842344116, 1189.6621647487098, 425.51812225111166, 1032.3753603319528, 387.01405056228805]"
C000700,"[1186.3547607189544, 390.9538388954969, 1328.1713918670737, 455.6528166586842, 1610.2631690421372, 386.3324833409836, 1488.4858444692952, 355.5234463108945, 1180.1888202342536, 390.9538388954969]"
C000701,"[638.0064989087817, 390.0794182828128, 759.0322931569696, 365.81018521834216, 1082.3754164942015, 455.27362457448424, 1387.8763846390996, 549.6237830536356, 1335.0068705494332, 626.0818682642996, 952.2404317526721, 494.1213852625453]"
C000702,"[393.20001254943224, 462.2299479606821, 866.9497731239464, 554.6570590509494, 1281.9268382318173, 648.2092980967411, 1315.839510897672, 554.2417351549693, 844.1450638180581, 472.5977870252331, 514.2672478865632, 423.30332777709054]"
C000703,"[1454.8983367380213, 395.78361648589384, 1577.3607658091628, 463.39233663525613, 1901.0726412559568, 428.30426668432125, 1821.429243328571, 380.3790979708493, 1646.7275962620472, 388.0813572283716]"
C000704,"[1451.705471295654, 390.5275832938655, 1590.9536265746, 470.3655748025705, 1918.463994514266, 437.926101801695, 1807.4328069514715, 379.8629166296039]"
C000705,"[279.9615094679314, 417.1415203710727, 164.3501253797907, 472.5977870252331, 366.28467625374304, 514.1899870158535, 603.6733849147254, 563.4844462639961, 793.276054819276, 588.1316758880674, 967.4638735120747, 615.8598092151476, 1013.708427147331, 500.3259203523134, 631.420117095879, 463.3550759162064]"
C000706,"[163.7984812138259, 473.7147247625052, 265.0123090119, 426.43553058573684, 598.0951588318849, 458.97996792202787, 1006.8599338835222, 504.6984162972948, 959.0339684721336, 617.6584500717433, 468.2546789441314, 537.6428075971965]"
C000707,"[261.4636880138289, 409.43926111355046, 153.5597295315642, 464.8955277677108, 380.15804234431994, 512.649535164349, 796.3590250616264, 586.591224036563, 990.5861503297028, 611.2384536606343, 1027.581793237908, 498.7854685008089, 730.0751648510924, 466.43597961921535]"
C000708,"[829.1084542247822, 449.88878709673793, 1070.6474741474915, 528.2880118143847, 1237.9103083604477, 438.7975337659058, 1031.9678961714399, 388.27071303655964]"
C000709,"[829.1084542247822, 449.88878709673793, 1070.6474741474915, 528.2880118143847, 1237.9103083604477, 438.7975337659058, 1031.9678961714399, 388.27071303655964]"
C000711,"[1150.9006029319246, 577.3485129275363, 1187.8962458401297, 551.1608314519605, 1104.6560492966682, 544.9990240459426, 719.284769002866, 517.2708907188625, 689.996551700537, 532.675409233907]"
C000712,"[682.3218939092096, 540.9660784502962, 747.8455385494667, 515.528437319276, 1040.6424260045208, 534.1714258783653, 1192.3524057415289, 546.9939335214007, 1170.2354453072758, 555.7008352907736, 1151.4695394842734, 569.0960687821167, 1146.1078521062725, 580.4820172497584, 931.6403569862434, 562.3984520364452]"
C000713,"[700.7869475487635, 535.7563129369158, 867.2673406356861, 555.7821870064738, 1149.3591178107492, 575.8080610760317, 1186.3547607189544, 555.7821870064738, 930.4682306038698, 534.2158610854115, 742.4070458204942, 515.7304388673579]"
C000715,"[1178.7905047190266, 510.9236816800001, 1418.8825766080126, 638.5673784855969, 1623.1293551637275, 571.5577229451532, 1398.843270032735, 482.2115155578946]"
C000716,"[1178.7905047190266, 510.9236816800001, 1418.8825766080126, 638.5673784855969, 1623.1293551637275, 571.5577229451532, 1398.843270032735, 482.2115155578946]"
C000722,"[863.3518826633796, 453.82166896716086, 1296.8945729939069, 646.378150405218, 1162.0146248910764, 898.6271410890728, 635.9828272900361, 544.3232152430477]"
C000723,"[1408.5126836047984, 401.74207046206595, 1689.3310600275863, 418.48611232624484, 1814.6605024883536, 488.14132648122904, 1490.9486270415596, 474.0763313153187]"
C000724,"[855.6642114634958, 332.72772222009024, 1341.8249035264464, 414.49016664609604, 1264.7506474676861, 581.5699443861948, 692.0296370618196, 408.56535183261735, 682.5435747776646, 402.64053701913866]"
C000725,"[855.6642114634958, 332.72772222009024, 1341.8249035264464, 414.49016664609604, 1264.7506474676861, 581.5699443861948, 692.0296370618196, 408.56535183261735, 682.5435747776646, 402.64053701913866]"
C000726,"[924.3022901191691, 400.1965500045237, 1300.42465968592, 458.7337203616931, 1269.5949572624158, 566.565349967005, 1113.9049600237197, 532.675409233907, 834.8961530910067, 451.0314611041708]"
C000727,"[924.3022901191691, 400.1965500045237, 1300.42465968592, 458.7337203616931, 1269.5949572624158, 566.565349967005, 1113.9049600237197, 532.675409233907, 834.8961530910067, 451.0314611041708]"
C000728,"[924.3022901191691, 400.1965500045237, 1300.42465968592, 458.7337203616931, 1269.5949572624158, 566.565349967005, 1113.9049600237197, 532.675409233907, 834.8961530910067, 451.0314611041708]"
C000730,"[1243.389710202437, 654.8845816181173, 1174.0228797495529, 836.6579000956433, 276.878539225581, 429.9786112984666, 434.11002158545233, 377.603248347315]"
C000731,"[1154.335648170346, 328.36840713881253, 1236.7871779076247, 358.8191995522727, 1421.4069075367486, 343.7729256538571, 1343.5743776338788, 321.24523972076634]"
C000738,"[1099.5703906620076, 723.38518257715, 945.961511661907, 829.5749068159582, 1177.533112647408, 911.8321797682542, 1384.216177078392, 975.689799560168, 1461.0460073118995, 794.9402655728863, 1277.0872588654734, 753.8116290967381]"
C000743,"[1180.9465042171078, 563.2471799720945, 1272.0342613774612, 548.7762686397799, 1401.4255882155014, 528.7037142110855, 1430.3868238254597, 525.9028926628955, 1375.7341695292478, 503.4963202773761, 1329.4896158939916, 488.09180176233156, 1266.428860936824, 495.5606592241714, 1201.4996391661105, 500.6954987291863, 1131.4321336581465, 506.29714182556614, 1090.7929804635273, 512.8323921046759]"
C000748,"[1033.7331151879612, 388.11374940617617, 1146.0413168735838, 412.32084992981765, 1247.8894409512316, 432.1266594491606, 1182.376323301285, 467.8871488590855, 1111.3579016471415, 505.84828377115963, 1070.0681216156627, 527.3045774171146, 936.2892343136712, 483.2916673741301, 830.5873974330854, 448.0813393397425, 925.2786263052768, 421.12343193841457]"
C000750,"[1014.5643024721638, 397.9359029069614, 1151.0833234762254, 365.03297803671325, 1256.3509116078887, 345.291298423347, 1465.2414935691168, 427.54853999698355, 1378.0667015600968, 460.45146486723166, 1230.0340145749728, 509.8058286386092, 1123.1214556746183, 455.515962594909]"
C000752,"[1012.5272265423704, 397.7035167475179, 1120.5980037239713, 452.16938457210574, 1228.7407974861562, 509.5889670146837, 1311.6081165652474, 480.29937490392615, 1472.8972521856756, 426.1706036610587, 1349.1399282112525, 381.8444087425544, 1250.618922640489, 347.0168016650623, 1149.4170733807255, 367.109651902077]"
C000753,"[1248.2860967359761, 348.04193577041445, 1191.0309350923255, 358.49500190562327, 1093.5870542180355, 379.4011341760409, 1012.6590853563371, 395.9059754421601, 1112.8556182327256, 446.52082199159224, 1232.3207151238043, 510.33954155391984, 1352.3363424153029, 467.97711563754723, 1465.195074501345, 428.9156579743984]"
C000755,"[1287.2344057511434, 310.17732570501227, 1212.8409417173789, 322.23297681366677, 1139.1176890713057, 336.9676615020223, 1076.117818628298, 348.3535542157515, 1189.3835431481737, 397.24591704529485, 1338.8406826033947, 464.2217565378197, 1434.6809110432896, 417.33866889305233, 1497.0105700986057, 387.199541121416, 1387.7661139048796, 345.6745206360505]"
C000756,"[1099.4561199296209, 362.0057264699588, 1193.8396273477929, 404.08012531897606, 1305.6711743692651, 451.9354079477651, 1358.7046915134686, 476.1513340972728, 1433.6433570433207, 440.98058421346394, 1524.1462069524505, 396.58471960603316, 1460.7365668887292, 371.7922237862991, 1378.8804860791977, 344.1168796154332, 1304.518271822652, 321.6306624766046, 1215.1683244601356, 340.0808919238485]"
C000759,"[772.0058262289936, 468.6608040165752, 930.8325633067825, 437.81432665946426, 1054.1931357943856, 494.8803097701192, 1290.1202306769271, 607.4699521235742, 1535.2993684960384, 733.9405092877294, 1399.602738759675, 865.0380380554511, 1200.6838156234146, 1057.8285215373946, 930.8325633067825, 820.3106458876401, 731.9136401705224, 636.7741056128297, 594.6750032780637, 508.7612245808195]"
C000760,"[1317.380996018847, 296.98627595372506, 1248.014165565963, 310.85034261726526, 1181.7303053554288, 323.17395742930086, 1116.9879302660702, 340.1189277958499, 1189.0409908990234, 371.91404215388843, 1379.1636531334623, 457.7663558641379, 1458.9187528812226, 416.9108937155414, 1536.6632198622335, 380.074001614348, 1387.4235616557291, 320.3426457446441]"
C000761,"[1264.9705018988898, 289.28401669620274, 1195.6036714460056, 303.14808335974294, 1129.3198112354717, 315.47169817177854, 1064.5774361461129, 332.4166685383276, 1136.630496779066, 364.2117828963661, 1326.753159013505, 450.0640966066157, 1406.5082587612656, 409.2086344580192, 1484.2527257422762, 372.3717423568257, 1335.013067535772, 312.64038648712176]"
C000843,"[999.5713043934732, 441.56833421730556, 888.848132332139, 498.7854685008089, 730.0751648510924, 575.8080610760317, 899.1349848884562, 669.1553762416839, 1094.3897669039827, 779.0409416490018, 1248.5382790215035, 863.2523095312456, 1306.3010379878465, 767.9178640588324, 1391.3722818352571, 615.8598092151476, 1406.7871330470093, 586.591224036563, 1101.5730790543178, 474.13823887673766]"
C000844,"[1050.704070055536, 488.0023055402777, 1318.9224811400225, 655.9115573542634, 1510.0666361657486, 563.4844462639961, 1294.2587192012193, 469.5168833222242]"
C000845,"[987.5186814446627, 481.78320378110817, 1205.6981139802306, 440.3095000867574, 1436.9208821565123, 539.8463889531993, 1251.942667615487, 635.8283889315538]"
C000846,"[529.0040684316848, 619.361094251973, 819.8309279600743, 452.99229428949167, 1230.89362694013, 557.7430201917947, 1045.915412399105, 883.2918448097365, 762.2821501028664, 740.5433065703236]"
C000848,"[435.6589689554655, 499.9154755940788, 522.3675070215711, 465.576236404292, 663.6703097959652, 463.00881665178457, 894.0446351367561, 455.83098584982156, 1243.9794104748655, 456.132187746122, 1224.508019470547, 505.1834177545534, 928.7981953522251, 501.98892886771114, 628.1608917657853, 500.99765583518706]"
C000849,"[518.6455482152587, 466.9852207771266, 806.9435020383302, 453.1189846039746, 1082.1370034148983, 452.3486381499105, 1251.7632944405484, 451.29728072585107, 1226.3252396914538, 498.2884144237551, 1228.6377901231897, 505.22153251033103, 1034.3835538573767, 502.91049314813915, 699.3180399391164, 500.59872043476986, 429.5204895699319, 499.74277993025424]"
C000851,"[707.1361241129523, 419.4671101164752, 815.8964632180922, 351.00258338294367, 1184.1401310543922, 422.8903364531517, 1140.4647192877612, 523.0197068009414, 908.3855704886046, 460.54582615659393]"
C000853,"[1337.6968041997748, 668.8638553244767, 1413.2561514195893, 462.48203107238226, 848.8740885124031, 354.67063034367624, 657.6626792214439, 445.5402395292998]"
C000854,"[655.2711457107184, 440.52089993602436, 841.435118037263, 356.3885295846272, 1359.6112703092372, 450.0006036375903, 1264.750647467686, 645.5194924823868]"
C000855,"[1264.1380141689338, 640.6014559620763, 1364.3345470453223, 448.04497452401915, 830.5953238384064, 357.5434282481323, 661.0319605091333, 444.193844895258]"
C000857,"[1231.3814553439606, 969.8730392211538, 1394.7033521384117, 727.6842209846513, 1119.8754837474714, 624.0132891566269, 895.2590803762267, 549.7415034590905, 864.9799083531423, 539.2884373238817, 678.1159320081821, 583.1460655409087, 571.4289354636874, 609.0905177767733, 723.9548316641817, 696.6530440728161, 996.7419507348418, 849.0229111956542]"
C000858,"[576.2283184514243, 608.0573452661957, 862.2137218427599, 534.1040856760517, 1291.867262133339, 682.8525528938495, 1406.2217927463773, 727.3567205780732, 1254.4236105606385, 975.0527342694209, 1033.8418770719866, 862.4636371369902, 804.958680495052, 741.5785012684855]"
C000859,"[565.1362568853448, 609.6980018091297, 842.6035786968828, 549.620379600456, 1442.241290834039, 746.7982165930265, 1291.1757489588688, 996.3514165367484, 1244.9311953236124, 979.4064461701996]"
C000861,"[572.8511670359378, 602.6368520197001, 1317.65044677411, 999.9988718483596, 1461.0590037423292, 747.4121615696768, 887.4247758694514, 536.4098487149236, 565.1410295645281, 602.6368520197001]"
C000862,"[947.4696717535685, 511.01396327548895, 1075.4822514579807, 529.493599132453, 1238.9681966226517, 557.2130529178991, 1223.5449942486262, 608.8020363519237, 1051.576287778241, 578.0026432569836, 878.0652610704533, 550.2831894715376]"
C000863,"[873.9609408274814, 548.5010406415488, 947.3356325954214, 510.91401546484013, 1092.851828034361, 532.4803413859025, 1239.601211570241, 555.8952095287702, 1224.802954406959, 603.3411265551075, 1045.9906803506349, 573.7644510062219]"
C000864,"[694.3581874471108, 367.47130184758794, 789.1874467345158, 340.0476567729499, 950.4818691192993, 376.95100554915376, 1095.1443189526651, 414.86982035541735, 1352.4537584103732, 499.0021907068146, 1308.5807203461559, 577.2097462447332, 1079.7294677409132, 494.26233885603165, 878.9957103160278, 422.42834274470994]"
C000865,"[1322.4775261221841, 573.3225989923143, 1369.389766676512, 497.60742430058656, 1253.71574887132, 459.4290099433171, 1132.7015501146418, 422.11824566979413, 990.153770597133, 381.51904568100946, 885.9303121302328, 357.2528571819658, 799.9342746508174, 339.51987327881847, 704.123472024295, 365.652691662404, 812.085888642474, 395.9854272862086, 956.5031472356225, 443.11783187088963, 1100.4530360598612, 493.5168387535188, 1223.818652101152, 536.1683565657243]"
C000866,"[710.9587964443821, 365.10137592219644, 805.7880557317869, 337.6777308475584, 967.0824781165705, 374.58107962376226, 1111.7449279499365, 412.49989443002585, 1369.0543674076446, 496.63226478142315, 1325.181329343427, 574.8398203193417, 1096.3300767381843, 491.89241293064015, 895.5963193132992, 420.0584168193185]"
C000867,"[702.3284326699387, 364.76615741992117, 942.8001115732715, 438.7078462921351, 1328.1713918670737, 577.3485129275363, 1375.9574306235052, 495.7045647978001, 989.0446652085278, 380.17067593496574, 796.3590250616264, 341.65937964735434]"
C000868,"[686.4707111749049, 415.97424385845574, 906.419952237783, 443.70671620475974, 1164.3978004003172, 478.6290887889944, 1139.7305957951348, 554.6366055899758, 857.0855430274177, 509.44294695155446, 593.9686939054702, 460.1407738914585]"
C000869,"[1149.2291433250073, 553.530050739274, 1175.412719448353, 478.32223039116445, 1062.377725770666, 460.78920098077555, 931.4598451539375, 443.24070956621676, 806.1705837857183, 427.0243227447958, 694.2626967927887, 412.3408911530221, 641.1781862961425, 433.8288398239106, 589.5283922994057, 458.1818483175841, 697.849488042562, 476.0884722099911, 883.2865956558462, 506.88786530493115, 1027.5920233466013, 531.3219405639884]"
C000870,"[1149.5448734209908, 553.1424118472224, 1178.6618145987447, 480.3988521928454, 685.3865758226777, 413.6459386276522, 603.1740360266665, 456.4362678361093, 801.8543405336935, 491.52433778704426]"
C000874,"[1109.280504660194, 340.11892779584986, 1360.5425794117532, 289.2840166962028, 1466.9050527728425, 335.49757224133657, 1217.1844631424585, 400.1965500045237]"
C000876,"[1132.5232027805716, 436.45664168108584, 1244.3201961160116, 498.0631563832036, 1491.0445952011203, 446.3576886867833, 1374.841809024875, 402.903093495111]"
C000877,"[1123.5944356320072, 432.08140160103835, 1243.7633903390058, 497.3263893783457, 1500.6775772015408, 445.4645103776957, 1364.87036764204, 400.60260289638205]"
C000878,"[1370.1067393045098, 401.2630196157756, 1485.0174483375708, 442.8085392472594, 1241.6496458732424, 495.090541480138, 1136.5483876112962, 428.33762791494485]"
C000879,"[757.8218970322462, 449.49100925266634, 454.14932816073, 577.3485129275363, 643.7519980652808, 697.5037573448839, 794.8175399404512, 785.3095128806378, 992.127635450878, 893.1411424859499, 1067.6604063884633, 759.121831405062, 1160.1495136589758, 609.6980018091298]"
C000880,"[452.5928326847262, 586.6070806493119, 762.5291172014985, 453.3732667482067, 1155.9287064655396, 613.1321078127237, 988.0190459770629, 895.49530019743]"
C000881,"[925.843775240344, 403.27745370753263, 605.2148700359005, 463.3550759162064, 918.1363496344679, 654.371105502759, 1104.6560492966682, 765.28363881108, 1328.1713918670737, 548.0799277489516]"
C000885,"[1194.7711837160496, 530.8442615423838, 1435.628233899676, 482.70514118286945, 1709.2418429082757, 600.1645948600843, 1462.604223520242, 696.4428355791129, 1437.5550903011451, 679.1127522496877]"
C000886,"[1194.7711837160496, 530.8442615423838, 1435.628233899676, 482.70514118286945, 1709.2418429082757, 600.1645948600843, 1462.604223520242, 696.4428355791129, 1437.5550903011451, 679.1127522496877]"
C000887,"[675.9746869359062, 341.549853940905, 768.4637942064188, 320.7537539455949, 1043.6188883361935, 514.0804613094041, 922.6123063239397, 607.2777983254239]"
C000888,"[675.9746869359062, 341.549853940905, 768.4637942064188, 320.7537539455949, 1043.6188883361935, 514.0804613094041, 922.6123063239397, 607.2777983254239]"
C000889,"[666.1279992269505, 338.44584691559294, 769.0421651321956, 319.08385994853774, 884.1525082496087, 396.49476490842136, 1035.0568141431472, 510.2636086430523, 919.1901082085291, 605.9741739006303, 776.8066437018094, 456.0660596417732]"
C000890,"[1176.0249538720263, 312.4047701496285, 1273.1911288283873, 366.3290235411764, 1551.579931679549, 317.02684901176116, 1423.5673519751367, 282.3612575457661]"
C000891,"[1211.2838944892626, 317.43997961230036, 1311.8155328267762, 375.0394836250757, 1598.6658075498156, 343.56068492041936, 1478.0278415447988, 296.67736770071855]"
C000892,"[1220.1192759761634, 318.65517246913197, 1314.9719705764205, 372.96459909919093, 1466.8259915861868, 356.14026495550996, 1594.8292598214541, 342.96495697345824, 1460.9558632149121, 287.50001062786606, 1353.6103746916942, 302.2906629866907]"
C000893,"[1176.1159174379723, 369.09656268432303, 1269.0769202768445, 420.6542462669229, 1538.7078858568914, 380.11316174043407, 1431.6485318765788, 337.80942136496765, 1306.5256654962955, 349.7073483455676]"
C000894,"[667.8208404290972, 681.7546204388661, 863.2596280676935, 590.1626728365896, 958.8321308255811, 625.9556628157186, 1322.2651367814449, 765.0365093830944, 1192.9516627273026, 992.6810607720863, 1010.5425900549026, 891.6958838401275, 897.5003478353874, 827.5103900274418]"
C000895,"[756.7324951154271, 438.845053744201, 604.5108393993753, 496.61199817561806, 1251.9345902929633, 835.5114055065984, 1344.423697563476, 641.0293592541608]"
C000895,"[756.7324951154271, 438.845053744201, 588.2585337029733, 512.649535164349, 1251.9345902929633, 835.5114055065984, 1344.423697563476, 641.0293592541608]"
C000896,"[1370.2830903789115, 649.4378463858758, 1269.4936786097633, 849.6965870814552, 1161.5897201274988, 796.373253760147, 996.7693879403032, 720.53562414762, 732.3454017694788, 591.3746612137846, 584.1256785795549, 516.7219945639533, 748.9460107667503, 446.80917976490497, 954.0821076616053, 510.79717975047464, 1114.159408706723, 566.4904389971742]"
C000897,"[750.3150447810103, 445.217509465964, 585.83425009199, 514.3136469866861, 732.2221545417185, 593.2806007800967, 904.9269560243631, 673.8927690656039, 1110.5279729148003, 779.1820721688109, 1266.784572576901, 849.9232829776622, 1368.7627838710696, 652.505827892152, 1214.150778511069, 599.8612234085376, 988.8121829625924, 522.5393429032562]"
C000898,"[885.8956842057627, 512.2668671679457, 1091.722832355568, 649.5422531889691, 1335.7654444940995, 519.6328634910251, 1144.0176778138248, 436.59799584904033]"
C000898,"[889.8858759111101, 512.7226342502646, 1146.4356936711097, 440.5100395457889, 1313.7925076175786, 512.0490993774621, 1087.709799795262, 647.9400745489891]"
C000900,"[1500.8382605829672, 498.4870740561271, 1447.8915977252097, 483.08255554108246, 1380.2002945779504, 461.65018195493343, 1252.1900084281833, 422.8040048300386, 1090.6691761659113, 379.26949598317344, 966.0099446273944, 349.79998230221855, 929.8185548258896, 342.43260388197984, 878.5313181239941, 357.0211170461064, 809.8651627261894, 376.62686788343586, 872.8506264346317, 394.67401449821796, 986.116272294897, 427.49233655200857, 1065.8713720426579, 454.95256520926193, 1083.9670669434104, 460.3106586057992, 1269.6154924066857, 527.9565877370819, 1362.1045996771982, 563.4539564891411, 1443.8703321917094, 592.9234701700959]"
C000901,"[929.2905561506876, 343.73257072027536, 824.6978737171148, 372.96469666966954, 879.9463271556461, 391.54461062379744, 990.9708423944891, 425.47573571661945, 1152.8815937844684, 477.91474722370816, 1296.288259301307, 530.3537587307968, 1478.245103720522, 599.7583327842965, 1531.9559299754364, 500.8684889148704, 1361.0525598572988, 450.15291760230826, 1203.0537759199465, 405.3158802393226, 1026.287101928564, 361.6794000756046]"
C000902,"[1030.5863644780907, 570.3372452827825, 1147.820364483258, 617.7669470264724, 1248.8282053181597, 656.6836253802692, 1508.7429059246485, 774.2209101767595, 1657.1108488377622, 839.6901138656987, 1687.2950312043372, 853.2667667492324, 1564.6217415672497, 995.660863830525, 1489.5802131408084, 1078.4571373469191, 1190.9174709131114, 1078.4571373469191, 982.3666241139131, 898.3436024906208, 768.4787676839027, 702.5294697609892, 705.1066015911441, 645.1904286216567]"
C000903,"[1287.8068473142525, 403.2810854264016, 1411.7422510567394, 455.04026763695134, 1499.9151999879614, 488.31402762944765, 1377.8295783908848, 539.4570290993956, 1337.1343711918594, 557.3262705768474, 1253.894174648398, 513.5774379941208, 1125.0260185181505, 428.5444957910748]"
C000904,"[1086.1400955162394, 424.1455226786063, 1170.554146764655, 466.0075464217733, 1272.009570866609, 520.2050954230524, 1334.2663083837172, 552.4929969557294, 1425.3456095661534, 514.4393987207887, 1492.213957269714, 486.76405454992283, 1407.4756200936502, 449.8635956554349, 1329.654698197265, 417.57569412275797, 1285.140176923873, 399.46834079291756, 1210.14993417483, 408.2352343575701]"
C000905,"[1287.8068473142525, 403.2810854264016, 1411.7422510567394, 455.04026763695134, 1499.9151999879614, 488.31402762944765, 1377.8295783908848, 539.4570290993956, 1337.1343711918594, 557.3262705768474, 1253.894174648398, 513.5774379941208, 1125.0260185181505, 428.5444957910748]"
C000909,"[999.0798251709273, 290.48435357166034, 956.4224309462419, 306.0517346677725, 990.4330560713289, 312.3940010402626, 1044.0430244888387, 322.19568543411094, 1107.45266455256, 335.45678784931755, 1185.2735864489453, 354.48358696678787, 1252.141934152506, 372.3572467438055, 1306.3283538433222, 386.1949188292384, 1316.1280254895337, 361.9789926797307, 1280.9644978178337, 351.60073861565604, 1207.755186107901, 333.15050916841204, 1159.3332791501502, 321.0425460936582, 1046.3488295820648, 297.4031896143769]"
C000911,"[1057.461395024819, 791.4666513912832, 1202.2508903352048, 650.0751778781954, 1111.963904666371, 581.3050059360321, 1036.54123980887, 524.0882228801523, 933.5920549303825, 448.7161144315414, 833.7953219848816, 482.3032137910387]"
C000914,"[908.8664410333716, 601.347471720485, 1022.8262339202533, 504.5190696259191, 952.908873066949, 450.6032548232631, 880.7893906119662, 398.33792414721904, 825.7363505699944, 359.2764664840703, 771.784371328862, 319.6648474453843, 670.4867776516339, 341.6713024668765, 715.6302704860508, 390.6356648896967, 838.9490801800675, 525.4252018963367]"
C000915,"[1250.2443363870927, 442.48807225617935, 1239.9677689125915, 470.21620558325964, 1085.8192567950705, 432.7318771966512, 1034.4364194225634, 420.40826238461557, 965.5834173434041, 407.0576796715769, 882.3432207999429, 392.68012905753534, 920.8803488293232, 377.27561054249077, 1017.9939114633613, 393.1936130080368, 1074.001204199394, 402.4363241170635]"
C000916,"[926.897605655679, 375.96935776597536, 880.7815037911544, 392.1133085323139, 949.3792053146346, 403.0681322666149, 1053.7168857831216, 423.24807072453797, 1133.2671614994265, 441.12173050155553, 1166.4569150505197, 451.1645750414722, 1212.5730169150443, 460.96625943532047, 1214.8788220082704, 432.7143455942281, 1137.6343513851916, 414.84068581721056, 1084.268803268369, 403.64470193684133, 997.8011122723854, 386.34761183005014]"
C000917,"[926.897605655679, 375.96935776597536, 880.7815037911544, 392.1133085323139, 949.3792053146346, 403.0681322666149, 1053.7168857831216, 423.24807072453797, 1133.2671614994265, 441.12173050155553, 1166.4569150505197, 451.1645750414722, 1212.5730169150443, 460.96625943532047, 1214.8788220082704, 432.7143455942281, 1137.6343513851916, 414.84068581721056, 1084.268803268369, 403.64470193684133, 997.8011122723854, 386.34761183005014]"
C000919,"[1171.9997106227245, 366.2843094370545, 1209.4357778512651, 386.6402803319348, 1268.3425306961751, 419.0998014886359, 1377.8980803796987, 400.3943147203675, 1464.881883646014, 389.94124858515863, 1550.2140957110705, 380.5885052010244, 1435.7037724237691, 339.87656341126376, 1323.9461011385665, 348.12898404432343]"
M090535,"[1135.4857517201726, 207.64006856646654, 1371.3538214197388, 232.10418423207886, 1312.3094242056588, 492.3329652547722, 1127.3312096646341, 1078.4571373469191, 499.17602278573554, 1078.4571373469191, 680.955614678689, 819.5268741087444, 810.2690887328315, 635.5284585123788]"
M090536,"[1135.4857517201726, 207.64006856646662, 603.6733849147254, 933.1928906250656, 501.93536691716156, 1074.9144609634757, 1127.7783261142965, 1073.3740091119712, 1294.2587192012193, 534.2158610854115, 1368.250005017629, 235.3682018935468]"
M090538,"[511.1842776442128, 1074.9144609634757, 1124.695355871946, 1070.2931054089624, 1298.8831745647446, 489.5427573917822, 1365.1670347752786, 226.12549078452005, 1137.0272368413478, 203.01871301195325, 854.9354596662845, 585.0507721850586, 625.2541766111783, 893.1411424859499]"
M090539,"[1135.4857517201726, 207.64006856646654, 1371.3538214197388, 232.10418423207886, 1312.3094242056588, 492.3329652547722, 1127.3312096646341, 1078.4571373469191, 499.17602278573554, 1078.4571373469191, 680.955614678689, 819.5268741087444, 810.2690887328315, 635.5284585123788]"
M090541,"[1135.4857517201726, 207.64006856646662, 603.6733849147254, 933.1928906250656, 501.93536691716156, 1074.9144609634757, 1127.7783261142965, 1073.3740091119712, 1294.2587192012193, 534.2158610854115, 1368.250005017629, 235.3682018935468]"
M090543,"[505.0183371595119, 1070.4642704801356, 1113.9049600237195, 1070.4642704801356, 1252.6386209294885, 642.2186557618967, 1355.9181240482274, 229.37755955870233, 1132.4027814778221, 207.8112336376399, 868.8088257568613, 559.034255780656]"
M090544,"[1135.4857517201726, 207.64006856646662, 603.6733849147254, 933.1928906250656, 501.93536691716156, 1074.9144609634757, 1127.7783261142965, 1073.3740091119712, 1294.2587192012193, 534.2158610854115, 1368.250005017629, 235.3682018935468]"
M090546,"[505.0183371595119, 1070.4642704801356, 1113.9049600237195, 1070.4642704801356, 1252.6386209294885, 642.2186557618967, 1355.9181240482274, 229.37755955870233, 1132.4027814778221, 207.8112336376399, 868.8088257568613, 559.034255780656]"
M090547,"[1128.4872374733375, 216.0431240879937, 1372.041972651198, 226.60502087025344, 1312.3094242056588, 492.3329652547722, 1127.3312096646341, 1078.4571373469191, 499.17602278573554, 1078.4571373469191, 680.955614678689, 819.5268741087444, 810.2690887328315, 635.5284585123788]"
M090549,"[1135.4857517201726, 207.64006856646662, 603.6733849147254, 933.1928906250656, 501.93536691716156, 1074.9144609634757, 1127.7783261142965, 1073.3740091119712, 1294.2587192012193, 534.2158610854115, 1368.250005017629, 235.3682018935468]"
M090550,"[1128.4872374733375, 216.0431240879937, 1372.041972651198, 226.60502087025344, 1312.3094242056588, 492.3329652547722, 1127.3312096646341, 1078.4571373469191, 499.17602278573554, 1078.4571373469191, 680.955614678689, 819.5268741087444, 810.2690887328315, 635.5284585123788]"
M090552,"[505.0183371595119, 1070.4642704801356, 1113.9049600237195, 1070.4642704801356, 1252.6386209294885, 642.2186557618967, 1355.9181240482274, 229.37755955870233, 1132.4027814778221, 207.8112336376399, 868.8088257568613, 559.034255780656]"
M090553,"[1135.4857517201726, 207.64006856646662, 603.6733849147254, 933.1928906250656, 501.93536691716156, 1074.9144609634757, 1127.7783261142965, 1073.3740091119712, 1294.2587192012193, 534.2158610854115, 1368.250005017629, 235.3682018935468]"
M090554,"[1128.4872374733375, 216.0431240879937, 1372.041972651198, 226.60502087025344, 1312.3094242056588, 492.3329652547722, 1127.3312096646341, 1078.4571373469191, 499.17602278573554, 1078.4571373469191, 680.955614678689, 819.5268741087444, 810.2690887328315, 635.5284585123788]"
