video_code,points
C000659,"[1483.7996439364015, 345.9900393618489, 1372.0419726511986, 369.09681713441574, 1439.481946702614, 413.3848078651689, 1539.6784795790027, 465.3750578534442, 1618.679592039232, 507.7374837698169, 1707.314986506807, 542.3976504286671, 1826.7800833978856, 577.0578170875175, 1918.463994514266, 604.0157244888454, 1913.488621463991, 505.81191895543634, 1747.7789709376564, 453.82166896716086, 1632.1675868495151, 407.60811342202715]"
C000660,"[206.29384976244657, 423.0126319370717, 289.14867502561407, 580.9089467162786, 373.9303566902506, 611.7179837463676, 343.10065426674646, 792.7210762981414, 291.07553142708315, 1071.9279743833242, 901.8890106927597, 1077.7046688264656, 751.5942113781769, 713.7729189085379, 676.4468117208854, 484.6307059972501, 551.2011456253996, 426.86376156583293, 345.0275106682153, 409.5336782364078]"
C000660,"[1432.1509456584047, 234.43197588708324, 1328.6512303794977, 219.577618747576, 1298.922588756833, 228.93036213171018, 1291.2151631509569, 254.78794678196354, 1318.191152771523, 289.99827481635117, 1408.478138440357, 324.65844147520147, 1446.4647360693173, 330.71021660611177, 1917.3423342669287, 523.1420022848615, 1918.463994514266, 447.17271645978644, 1643.7287252583296, 340.2133449187072, 1576.9000915974775, 315.22966657005685, 1489.1024607827155, 236.19778897113258]"
C000661,"[870.479084277095, 1071.9472026757862, 666.8928129399575, 502.1584304193947, 622.1655260552834, 472.8990069792017, 487.98366540126096, 423.6199780272975, 359.9710856968487, 419.0000690630565, 204.19674171919044, 423.6199780272975, 289.0243547763311, 571.4570648830099, 370.76732735866665, 606.8763669421909, 333.7516416610053, 1075.0271419852802]"
C000661,"[1917.7145254734312, 516.0181573121178, 1458.1030947274694, 329.68182908773036, 1411.8334876053925, 325.0619201234893, 1357.852279296303, 300.42240564753723, 1316.209632886434, 271.16298220734416, 1306.9557114620186, 243.44352842189812, 1314.6673126490316, 226.5038622196811, 1376.3601221451338, 214.18410498170502, 1461.1877352022743, 206.48425670797005, 1615.41975894253, 317.36207184975433, 1917.7145254734312, 442.09961388426154]"
C000662,"[870.479084277095, 1071.9472026757862, 666.8928129399575, 502.1584304193947, 622.1655260552834, 472.8990069792017, 487.98366540126096, 423.6199780272975, 359.9710856968487, 419.0000690630565, 204.19674171919044, 423.6199780272975, 289.0243547763311, 571.4570648830099, 370.76732735866665, 606.8763669421909, 333.7516416610053, 1075.0271419852802]"
C000662,"[1917.7145254734312, 516.0181573121178, 1458.1030947274694, 329.68182908773036, 1411.8334876053925, 325.0619201234893, 1357.852279296303, 300.42240564753723, 1316.209632886434, 271.16298220734416, 1306.9557114620186, 243.44352842189812, 1314.6673126490316, 226.5038622196811, 1376.3601221451338, 214.18410498170502, 1461.1877352022743, 206.48425670797005, 1615.41975894253, 317.36207184975433, 1917.7145254734312, 442.09961388426154]"
C000663,"[853.8579091473747, 1066.8685001994202, 695.800090983477, 624.0716757779486, 666.8870754656908, 497.00823920483083, 551.2350133945462, 433.4765209182719, 302.58307994158497, 404.59846715165423, 211.98896465252164, 420.0000958271836, 289.090339366618, 575.9415861669193, 387.39459212709113, 612.5204542713017, 375.8293859199767, 654.8749331290076, 337.2786985629283, 1068.793703783861]"
C000663,"[1910.1467427304967, 489.3074248670661, 1628.7267250240445, 385.34643130724237, 1484.1616474351135, 329.51552735844825, 1412.8428758245745, 314.1138986829188, 1324.1762949033637, 269.8342162407717, 1304.9009512248392, 237.10575530527169, 1335.741501110478, 212.07810870753633, 1457.1761662851798, 221.70412662974223, 1572.8282283563246, 304.4878807607129, 1912.0742770983486, 414.22448507386]"
C000664,"[5.215193332048585, 436.616544688459, 318.4248415430294, 420.03225609887585, 755.0201087462148, 388.0482709618227, 1116.8721644445068, 372.6485744143527, 1223.6481808800686, 370.2793903301265, 1235.5121827062421, 367.91020624590027, 1167.887372297053, 346.5875494878649, 701.632100528434, 367.91020624590027, 6.401593514665968, 405.81715159351893]"
C000665,"[1673.2902040012264, 852.6994471126065, 1534.5095599526726, 840.3608561697622, 1403.027525778711, 841.9866953220053, 1297.7197199966108, 881.1090568480972, 1241.5282002946149, 951.4081746553619, 1199.923896151576, 1078.4571249487717, 1791.669142303048, 1078.4571249487717]"
C000665,"[1.5428750512282732, 655.2819920270963, 364.91593701990274, 584.335094105741, 417.3441803271341, 568.9118554271856, 426.5962232637043, 548.8616451450634, 397.2980872978986, 531.8960825986524, 327.90776527362175, 518.0151677879524, 263.14346471763, 527.2691109950857, 1.0022481814731437, 562.7425599557633]"
C000666,"[1356.028795989908, 447.20170744775317, 1329.6033367697617, 556.1336598041398, 1312.9718103898851, 647.9613573455053, 1251.3124055428766, 630.1869129050693, 1113.8432148543513, 1078.4571373469191, 1647.5824380612673, 1078.4571373469191, 1495.3607823452155, 682.9638818784488, 1391.3105366658888, 444.193844895258, 1370.1151162497297, 438.41715045211635]"
C000667,"[1918.463994514266, 907.2793258356785, 1918.463994514266, 1074.8296845879884, 1092.7633428470067, 1078.4571373469191, 1299.6086772760877, 458.5525029702976, 1397.931592410501, 460.4783691628529, 1407.5710938942668, 502.84742539906904, 1536.7404137767312, 510.5508901692902, 1583.0100208988076, 566.4010097533934, 1534.2759868861394, 578.2078034378355, 1587.7063665390137, 644.2375014683024, 1554.1058185098866, 644.7877489518896, 1571.7323355087728, 675.6016080327742, 1714.107241078025, 695.4340446545975]"
C000668,"[1065.6718048176256, 1078.4571373469191, 1338.0120807615733, 681.2208950708814, 1446.9624401535764, 503.628054324356, 1495.5785093598715, 470.44909136887543, 1569.0954920620738, 460.9693876673095, 1641.4267169787565, 468.07916544348393, 1741.0303709623856, 495.3333135854858, 1777.7888623134868, 508.36790617513896, 1689.0221474516266, 644.3472286337214, 1654.841390416872, 647.0262753319901, 1652.0985370484311, 874.5214616481213, 1653.3630072656742, 1031.4911132813318, 1655.2898636671432, 1078.4571373469191]"
C000668,"[1.542862653080904, 425.47427813474593, 644.5993256410432, 301.05316705169366, 684.9150903487031, 292.7584263128235, 751.6559565475447, 279.6989842593656, 825.6472423639548, 267.37536944732994, 885.3081561014804, 256.0245744692557, 905.8044686650657, 242.72813982325866, 911.9704091497664, 224.24271760520517, 867.2673406356854, 201.13593983263834, 816.3983316369035, 181.1100657630804, 726.9921946087413, 158.00328799051354, 729.97388619844, 196.77642633446888, 680.7476409734851, 236.56633241724086, 400.197348919597, 279.6989842593656, 2.4941876563929912, 345.93841387405723]"
C000670,"[22.34735157728892, 479.4238226154647, 195.054430936865, 482.5041483505706, 349.257180365058, 591.8557119468295, 659.2047067157258, 1061.6053865504773, 30.057489048698567, 1061.6053865504773]"
C000670,"[1900.5368396126792, 479.4238226154647, 1673.8587979532354, 422.43779651600573, 1279.0997594170615, 320.7870472575115, 978.4043980320853, 251.47971821762906, 913.6392432722442, 206.81499505859364, 952.1899306292925, 191.41336638306421, 1121.8129550003048, 143.668317488923, 1155.7375598745073, 194.49369211817012, 1441.0126463166641, 232.9977638069937, 1803.3891074729174, 285.3633013037938, 1828.0615473814285, 394.71486490005276, 1905.162922095525, 423.97795938355864]"
C000671,"[1682.2658532877097, 388.3524652782215, 1595.5573152216039, 372.9479467631769, 1506.9219207540295, 371.02238194879624, 1429.8476646952688, 388.3524652782215, 1370.1151162497297, 557.8021689437116, 1291.1140037895002, 817.7534188850886, 1192.8443273145806, 1077.7046688264656, 1778.6086733611605, 1068.076844754563, 1661.0704328715506, 598.2390300457038, 1730.4372633244348, 573.2066874587563, 1797.8772373758502, 394.1291597213632]"
C000671,"[2.047071206731327, 552.02547450057, 530.0057252092405, 359.46899306251294, 601.2994120635939, 288.2230949304318, 641.7633964944432, 272.8185764153872, 728.4719345605487, 270.89301160100666, 803.6193342178401, 278.59527085852886, 801.692477816371, 303.6276134454764, 774.7164881958048, 320.9576967749015, 607.0799812680009, 396.05472453574373, 506.88344839161226, 430.71489119459403, 2.047071206731327, 642.5270207764569]"
C000675,"[27.15794959519707, 327.79531298381426, 278.4200243467562, 380.17067593496574, 400.19734891959774, 374.0088685289479, 659.1668492770328, 315.4716981717786, 705.4114029122892, 292.3649203992117, 714.6603136393404, 272.3390463296538, 693.0795219428875, 249.23226855708694, 625.2541766111783, 216.8827796754933, 554.3458610371187, 223.04458708151117, 372.45061673844396, 263.096335220627]"
C000682,"[1185.1369017087043, 1070.0024095689437, 1293.0408601909692, 769.6142985255746, 1381.6762546585437, 500.0352245122946, 1458.7505107173042, 280.5208356729095, 1520.4099155643123, 268.96744678662606, 1591.703602418666, 280.5208356729095, 1661.0704328715506, 282.4464004872901, 1711.1686993097446, 442.2682800808775, 1909.6349086610528, 885.1481873884088, 1909.6349086610528, 1077.7046688264656]"
C000682,"[11.681353214076427, 351.3388339815893, 306.4903826388352, 270.4651117776053, 516.5177303989574, 231.95381548999387, 549.2742892239305, 191.51695438800192, 626.3485452826911, 181.88913031609906, 674.5199553194163, 193.4425192023824, 714.9839397502657, 195.36808401676302, 703.4228013414514, 216.54929697494927, 672.5930989179473, 235.80494511875497, 593.5919864577179, 258.91172289132186, 424.02862312844496, 312.8275376939779, 146.5613013169072, 401.40351915548416, 11.681353214076427, 445.6915098862372]"
C000685,"[1451.4902015610905, 1068.752653557458, 1913.9357379136532, 1071.833557260467, 1889.2719759748495, 809.956742504709, 1642.6343565868165, 326.25486113230977, 1665.7566334044445, 293.90537225071614, 1617.970594648013, 266.17723892363597, 1556.3111898010047, 266.17723892363597, 1460.7391122881415, 717.5296314144417]"
C000686,"[1.542862653080904, 666.1603361029979, 233.7203938969062, 309.87509048027044, 387.95241763716183, 296.3940271323836, 391.8082182306682, 240.5439075482803, 179.73918558781662, 230.91457658550385, 1.542862653080904, 250.1732385110567]"
C000687,"[4.0356727775689425, 255.39407596310477, 116.56408662335922, 246.15136485407803, 202.8872534091709, 235.3682018935468, 222.92655998444863, 269.2581426266449, 386.3239828290208, 246.15136485407803, 390.94843819254646, 304.68853521124737, 230.6339855903247, 318.5526018747875, 45.65577104929958, 581.9698684820495, 0.9527025352185093, 540.3776684914293]"
C000689,"[473.6232234233861, 272.69584905857397, 441.2344984379324, 285.01560629655006, 434.29405736962093, 301.18528767139355, 482.8771448478015, 309.6551207725021, 592.3818817033829, 295.0254090524055, 748.9273857997425, 257.29615251110397, 844.551240518701, 239.58650148151338, 859.2032827740253, 219.56689596980235, 844.551240518701, 214.17700217818785, 777.4603101916898, 211.86704769606732, 736.5888239005221, 226.49675941616388]"
C000689,"[1518.2535839861691, 1075.0271419852802, 1917.7145254734312, 1075.0271419852802, 1914.629884998626, 454.4193711222377, 1837.5138731284985, 425.1599476820445, 1715.6705743736964, 394.3605545871045, 1621.5890398921401, 375.8809187301405, 1584.573354194479, 369.7210401111524, 1549.09998873422, 462.1192193959726, 1445.7645328282488, 429.7798566462855, 1433.4259709290284, 391.2806152776104, 1390.241004281757, 415.92012975356255, 1356.3099590589006, 528.3379145500938, 1442.6798923534436, 539.1177021333228, 1516.7112637487662, 572.9970345377568]"
C000690,"[4.035672777568899, 883.8984313769231, 316.95715237613643, 618.9407129181566, 189.01388731859407, 565.0248981155006, 0.9527025352184874, 528.0540536793936, 0.9527025352184874, 474.13823887673766, 202.8872534091709, 449.49100925266634, 332.3720035878885, 441.78874999514403, 427.94408110075153, 443.3292018466484, 532.7650693406657, 440.24829814363954, 591.3415039453237, 438.7078462921351, 632.9616022170543, 451.0314611041708, 662.2498195193833, 478.75959443125095, 682.289126094661, 538.8372166399248, 708.4943731546396, 705.2060166024062, 822.5642721216051, 1077.9953646664846, 2.494187656393693, 1073.3740091119712]"
C000691,"[2.047071206731327, 272.8185764153873, 0.12021480526225403, 1078.4571373469191, 832.5221802398755, 1073.8535391977048, 614.7874068738769, 700.2939652078741, 477.98060236957724, 413.38480786516897, 422.1017667269759, 293.99978937357355, 345.0275106682154, 268.9674467866261, 246.75783419329576, 261.2651875291039]"
C000694,"[456.97032525814205, 246.4636544094047, 274.977554818539, 248.31249046811845, 268.1913837174012, 207.6380971764162, 41.053315303694006, 192.26610704873767, 1.542862653080904, 207.67307420468546, 1.542862653080904, 581.0227447508106, 233.52359128743936, 295.9938523657762, 439.80776964588773, 299.84559415476315]"
C000695,"[277.0205452565418, 499.363925337343, 288.0311532649362, 587.3897454233119, 438.27747096067, 553.6060482065448, 559.2247650836479, 521.6120482137599, 710.2879703868597, 468.55488830725386, 754.8809328208569, 449.29924016344813, 766.4420712296708, 428.39310789303056, 732.3091864036483, 416.83971900674703, 631.5621231268399, 403.0856846183144, 621.1020455188655, 419.59052588443365]"
C000696,"[352.70170237204104, 449.8310305339345, 527.4033494385646, 409.77928239481855, 614.7541729718265, 389.2399243747592, 694.9113992729374, 406.69837869180964, 764.7920580995469, 420.0489614048483, 767.8750283418972, 437.50741572189884, 693.8837425254873, 482.6940033660296, 490.4077065303597, 533.0154305151751, 382.503748048095, 556.6356922382435]"
C000697,"[269.17111361970495, 494.1641129462955, 286.1274499526322, 572.7271573730228, 531.2235842194906, 515.7304388673579, 679.2061558523105, 474.13823887673766, 739.3240755781438, 432.5460388861173, 725.4507094875669, 415.60106851956834, 648.3764534288065, 397.11564630151474, 600.5904146723749, 387.87293519248806, 363.2017060113927, 434.0864907376217, 358.57725064786706, 478.75959443125095]"
C000698,"[5.900784009669385, 1078.4571373469191, 128.96507729570564, 585.1437695254068, 121.0333897284039, 579.9317712603764, 128.74081533427992, 536.0288934924995, 117.95041948605349, 516.0030194229415, 107.16002363782701, 512.9221157199327, 77.10106377491044, 442.0613305507275, 131.82378557663037, 430.50794166444416, 239.5699257172033, 425.7159008660562, 312.62830658470295, 439.1111343573993, 338.0963216302064, 520.8220586545922, 545.4205764209926, 1078.4571373469191]"
C000698,"[1918.463994514266, 651.2902017997502, 1468.8780621695257, 520.1340849782964, 1208.0113493552594, 436.0017146268992, 1056.7805116630263, 384.6584045683927, 1007.4529877854195, 366.1729823503393, 975.6028233934586, 342.38964057393605, 983.9031278920945, 322.24527020810854, 1057.5405239277022, 310.15907059345005, 1228.169231709089, 286.6963813272365, 1340.8162213334313, 274.8467517002791, 1325.401370121679, 376.7535664921125, 1317.1010656230435, 401.6377887087229, 1600.4971763621782, 485.77015906012, 1918.463994514266, 561.9439944124916]"
C000699,"[70.15020390002873, 431.6787737213234, 216.642815856812, 425.51812225111166, 292.20216307662656, 425.51812225111166, 333.83690542223866, 467.10251967504104, 412.48030763061706, 691.9662983377708, 480.32951737902204, 864.4645395037005, 574.3931945302197, 1072.386526623348, 10.011131623033446, 1072.386526623348, 10.011131623033446, 910.6694255302888, 124.12116619989627, 576.4540832713002, 110.24291875135887, 525.628708642053]"
C000699,"[1189.6621647487098, 345.42965313835856, 1166.5317523344809, 291.5239527740056, 1081.7202401489744, 302.30509284687616, 993.8246729749047, 313.0862329197468, 978.4043980320853, 333.108350197935, 1027.749277849107, 374.6927476218645, 1164.9897248401987, 414.736982178241, 1382.4156015339508, 468.64268254259406, 1442.554673810946, 487.1246369532294, 1915.9571145554985, 621.1188064303354, 1914.4150870612166, 554.8918031255589, 1467.2271137194568, 440.9197509266411, 1279.0997594170615, 391.6345391649469, 1189.6621647487098, 374.6927476218645]"
C000700,"[5.577157898744148, 1068.752653557458, 697.7039773064131, 1068.752653557458, 560.5118015218195, 646.6688462452368, 511.1842776442128, 447.95055740116186, 481.8960603418838, 360.14480186540777, 417.15368525252507, 332.4166685383276, 320.04012261848686, 317.012150023283, 204.42873853034615, 323.17395742930086, 8.66012814109456, 346.2807352018677]"
C000700,"[1876.9400950054483, 437.16739444063063, 1425.284954501112, 327.79531298381426, 1221.8089185059844, 255.39407596310477, 1203.3110970518817, 241.53000929956463, 1309.673570412971, 226.12549078452008, 1342.0447579576507, 247.69181670558248, 1567.101585649231, 304.68853521124737, 1884.647520611324, 404.817905559037]"
C000701,"[1243.2198514535621, 1078.4571249487717, 1430.5764038980533, 653.3354483073734, 1470.0929764574987, 561.5286603370224, 1498.5611763519344, 537.8338469900541, 1546.0081761759939, 512.9542929757372, 1583.965776035241, 521.2474776471762, 1607.6892759472712, 518.8779963124792, 1637.343650837308, 509.4000709736919, 1668.1842007229468, 503.4763676369498, 1733.4238254810284, 508.2153303063435, 1772.567600335877, 509.4000709736919, 1918.4794109217337, 520.110682218125, 1918.4794109217337, 1078.4571249487717]"
C000701,"[0.5838205056476213, 326.1368918335066, 174.95154485906576, 305.9963004885836, 368.2980691421078, 290.5946718130541, 392.0215690541374, 290.5946718130541, 401.83674290689356, 293.71954411989316, 422.1265783579716, 291.69301403100775, 440.79322697296334, 283.18158765768885, 460.67726571501976, 280.7497515510263, 478.1265242029468, 281.5603635865805, 489.0830353465291, 279.533833497695, 497.19896952696024, 273.4542432310387, 509.372870797607, 268.18526499993646, 518.7061951051029, 263.3215927866114, 508.96707408858543, 258.05261455550925, 473.2569636946882, 256.8366965021779, 446.8801776082867, 255.2154724310696, 401.430946197872, 248.32527012885905, 352.7353411152847, 241.8403738444256, 196.04277235486217, 263.603283267212, 1.5428750512282732, 303.62681915388674]"
C000702,"[1268.0534721412407, 1068.7526535574577, 1375.9574306235052, 534.2158610854113, 1402.1626776834837, 447.9505574011618, 1584.0579219821584, 404.81790555903694, 1699.669306070299, 415.6010685195681, 1712.0011870397009, 457.19326851018855, 1651.8832673138675, 492.623661094791, 1784.4509877349356, 709.8273721569194, 1918.463994514266, 883.8984313769231, 1918.463994514266, 1078.4571373469191]"
C000702,"[27.49475699848984, 431.53198972765085, 162.67114454770046, 401.90791566025746, 236.18812724990278, 387.6883601079087, 310.8908677376244, 372.28384159286406, 345.2778435176868, 363.9891008539939, 389.1508815819043, 358.0642860405152, 434.2096774316412, 342.65976752547067, 475.7111999248199, 320.1454712342517, 494.68332449313016, 298.8161379057284, 444.88149750131566, 282.22665642798813, 340.5348123756093, 270.3770268010308, 252.78873624717426, 264.4522119875521, 84.41113070342065, 283.4116193906839, 26.308999212970438, 295.26124901764126]"
C000703,"[0.12021480526234173, 413.3848078651689, 167.75672173306634, 390.278030092602, 269.8801110109239, 372.9479467631769, 364.29607468290544, 388.3524652782215, 433.6629051357898, 403.75698379326604, 678.3736681223543, 469.22618748220543, 780.497057400212, 513.5141782129587, 849.8638878530961, 629.0480670757928, 886.4741594810074, 950.6173910773481, 790.1313394075573, 985.2775577361983, 788.2044830060879, 1077.7046688264656, 1.542862653080904, 1073.8535391977048]"
C000704,"[0.9527025352185751, 404.817905559037, 222.92655998444872, 372.46841667744366, 333.9134887090638, 372.46841667744366, 378.6165572231448, 375.5493203804524, 574.3851676123963, 412.5201648165593, 796.3590250616264, 500.3259203523134, 868.8088257568612, 631.2643277301922, 958.2149627850233, 1078.4571373469191, 0.9527025352185751, 1078.4571373469191]"
C000705,"[979.9838211326767, 1070.407233021039, 1038.5919901539737, 824.0120882615184, 1091.030878225661, 608.416336596938, 1158.8929686713732, 429.7798566462855, 1283.8209079009805, 368.1810704564054, 1357.852279296303, 355.86131321842936, 1427.256689979418, 345.08152563520036, 1559.8962303960382, 355.86131321842936, 1661.6893660646067, 368.1810704564054, 1914.629884998626, 375.8809187301405, 1914.629884998626, 1071.9472026757862]"
C000706,"[924.3022901191689, 1078.4571373469191, 1063.0359510249377, 548.0799277489516, 1107.2408483766683, 352.6749389408746, 1597.9058444291395, 355.22226868024495, 1672.667872806137, 403.74650200263534, 1415.0054430708076, 533.8303053995863, 1536.2718832257272, 802.2544832471868, 1650.3417821926923, 1078.4571373469191]"
C000707,"[952.0490223003225, 1070.2931054089624, 1906.2283123077773, 1071.833557260467, 1906.2283123077773, 380.17067593496574, 1540.8963385892525, 344.74028335036326, 1363.6255496541035, 341.65937964735434, 1237.2237697177363, 366.30660927142566, 1187.8962458401297, 588.1316758880674, 1070.7433766308138, 600.4552907001031]"
C000709,"[927.3852603615192, 330.8762166868231, 921.2193198768185, 346.2807352018677, 947.424566936797, 353.98299445939, 1035.2892188437838, 372.4684166774435, 1081.5337724790402, 380.17067593496574, 1113.9049600237195, 377.08977223195683, 1079.992287357865, 317.012150023283, 1010.6254569049806, 313.9312463202741]"
C000710,"[1454.5731718034408, 282.7798879623745, 1312.7565406553215, 345.93841387405723, 1359.0010942905778, 382.9092583101642, 1457.6561420457913, 429.1228138552979, 1570.1845558915813, 489.2004360639717, 1638.0099012232906, 523.0903767970698, 1719.7086126455767, 550.81851012415, 1793.699898461987, 567.7634804906991, 1881.564550368974, 587.789354560257, 1918.463994514266, 587.789354560257, 1918.463994514266, 493.82179161848507, 1759.787225796132, 453.77004347936924, 1453.0316866822657, 338.236154616535, 1462.2805974093167, 281.2394361108701]"
C000710,"[1041.3687045445395, 314.0485982142391, 1001.9066854424541, 323.29130932326586, 956.895319904138, 341.77673154131935, 921.1328650928731, 343.62527376312465, 928.5319936745141, 355.33270783455845, 950.112785370967, 363.3430574623817, 987.725022327642, 371.96958783080663, 1010.5390021210352, 377.51521449622265, 1050.0010212231205, 376.8990337556209, 1077.1311593558041, 380.59611819923157, 1123.3757129910605, 390.4550100488602, 1083.913693888975, 323.9074900638676]"
C000711,"[1383.6648562293813, 1042.5649720818822, 1496.1932700751713, 1057.9694905969268, 1904.6868271866022, 1068.752653557458, 1900.0623718230765, 859.2512017528518, 1732.0404936149785, 731.3936980779819, 1520.857032013975, 571.1867055215184, 1547.0622790739533, 548.0799277489516, 1584.0579219821584, 497.2450166493045, 1457.6561420457913, 484.9214018372688, 1272.677927504766, 529.594505530898, 1258.8045614141893, 540.3776684914293, 1271.1364423835907, 618.9407129181566, 1359.001094290578, 689.8014980873616, 1329.712876988249, 749.8791202960354]"
C000711,"[304.6252714067347, 480.30004628275543, 346.2453696784654, 514.1899870158535, 417.15368525252507, 503.4068240553223, 480.35457522070857, 486.46185368877326, 554.3458610371187, 463.3550759162064, 497.31091155363595, 452.57191295567526, 431.0270513431019, 452.57191295567526]"
C000712,"[1118.8838682450096, 1078.4571373469191, 1183.8254360298254, 561.9445161811103, 1218.9130554381193, 546.3030145812936, 1278.5618275183772, 527.5496876934133, 1318.1042719311326, 515.4939775512046, 1386.4657860006419, 494.73136563962265, 1434.0507614803985, 484.0151788465482, 1511.1992961283338, 476.4560882077456, 1584.9224975758439, 479.8048965805814, 1560.1246934525907, 529.3672604985509, 1421.5104699592953, 568.369146605992, 1420.8544346674394, 576.3035683469037, 1637.3325625542188, 832.152528031557, 1829.2233602966628, 1077.2767671667027]"
C000713,"[1576.3504963762823, 486.46185368877326, 1411.411588410535, 478.75959443125095, 1257.2630762930141, 535.7563129369158, 1377.4989157446803, 1034.8627128243597, 1488.4858444692952, 1053.3481350424133, 1496.1932700751713, 1073.3740091119712, 1799.865838946688, 1073.3740091119712, 1419.119014016411, 566.565349967005]"
C000715,"[1919.2691906683979, 411.45924305078836, 1710.1960437128537, 477.08478870013886, 1741.2168770004785, 497.2913096247707, 1830.6955413701917, 553.8994138271589, 1884.647520611324, 586.2489027087524, 1917.0187081560034, 600.1129693722926]"
C000716,"[1919.2691906683979, 411.45924305078836, 1710.1960437128537, 477.08478870013886, 1741.2168770004785, 497.2913096247707, 1830.6955413701917, 553.8994138271589, 1884.647520611324, 586.2489027087524, 1917.0187081560034, 600.1129693722926]"
C000722,"[1676.4852840833028, 511.588613398578, 1547.3859051848788, 484.6307059972501, 1431.7745210967378, 490.40740044039177, 1314.2362806071283, 669.4849281777848, 1065.6718048176256, 1068.076844754563, 1597.4841716230728, 1066.1512799401821]"
C000722,"[75.26761446255372, 351.7667338049906, 81.04818366696077, 430.71489119459403, 474.1268895666391, 349.8411689906101, 753.5210677796457, 299.7764838167152, 830.5953238384064, 274.74414122976776, 842.1564622472205, 249.71179864282033, 684.1542373267615, 207.34937272644777, 620.5679760782841, 278.59527085852886]"
C000723,"[0.12021480526234173, 935.2128725623035, 3.973927608200312, 1073.8535391977048, 535.7862944136475, 1054.597891053899, 691.8616629326375, 1002.6076410656234, 699.5690885385136, 571.2811226443757, 767.0090625899288, 357.5434282481323, 890.3278722839456, 301.70204863109575, 890.3278722839456, 261.2651875291038, 551.2011456253996, 259.3396227147232, 541.5668636180545, 326.7343912180433, 647.5439656988502, 399.9058541645049, 273.733823813862, 656.0059744771208]"
C000724,"[1533.8979103745955, 301.70204863109575, 1637.9481560539223, 336.36221528994605, 1905.781195858115, 904.4038355322145, 1917.3423342669287, 1071.9279743833242, 1485.7265003378704, 1071.9279743833242, 1447.1893723084902, 686.81501150721]"
C000724,"[32.876773630235526, 342.13890973308776, 38.657342834642485, 423.0126319370717, 472.20003316517017, 297.85091900233465, 612.8605504724081, 261.2651875291038, 697.6422321370445, 230.45615049901465, 649.4708221003193, 178.4659005107392, 549.2742892239305, 195.79598384016435, 487.61488437692225, 245.86066901405923]"
C000725,"[1533.8979103745955, 301.70204863109575, 1637.9481560539223, 336.36221528994605, 1905.781195858115, 904.4038355322145, 1917.3423342669287, 1071.9279743833242, 1485.7265003378704, 1071.9279743833242, 1447.1893723084902, 686.81501150721]"
C000725,"[32.876773630235526, 342.13890973308776, 38.657342834642485, 423.0126319370717, 472.20003316517017, 297.85091900233465, 612.8605504724081, 261.2651875291038, 697.6422321370445, 230.45615049901465, 649.4708221003193, 178.4659005107392, 549.2742892239305, 195.79598384016435, 487.61488437692225, 245.86066901405923]"
C000726,"[1553.2282195586542, 300.06717965673397, 1752.079800190256, 320.0930537262919, 1908.8314344218034, 902.8633836807102, 1918.463994514266, 1070.3875225318197, 1214.1014929001083, 1079.5358165179891, 1394.4552520776076, 723.6914388204597]"
C000726,"[3.508063521351014e-13, 538.8372166399248, 3.508063521351014e-13, 663.6138166117858, 760.904867274597, 310.8503426172652, 862.6428852721604, 256.93452781460917, 865.725855514511, 215.34232782398888, 663.7913046405585, 187.61419449690865, 648.3764534288064, 267.7176907751404, 461.8567537666061, 324.71440928080534]"
C000727,"[1553.2282195586542, 300.06717965673397, 1752.079800190256, 320.0930537262919, 1908.8314344218034, 902.8633836807102, 1918.463994514266, 1070.3875225318197, 1214.1014929001083, 1079.5358165179891, 1394.4552520776076, 723.6914388204597]"
C000727,"[3.508063521351014e-13, 538.8372166399248, 3.508063521351014e-13, 663.6138166117858, 760.904867274597, 310.8503426172652, 862.6428852721604, 256.93452781460917, 865.725855514511, 215.34232782398888, 663.7913046405585, 187.61419449690865, 648.3764534288064, 267.7176907751404, 461.8567537666061, 324.71440928080534]"
C000728,"[1553.2282195586542, 300.06717965673397, 1752.079800190256, 320.0930537262919, 1908.8314344218034, 902.8633836807102, 1918.463994514266, 1070.3875225318197, 1214.1014929001083, 1079.5358165179891, 1394.4552520776076, 723.6914388204597]"
C000728,"[3.508063521351014e-13, 538.8372166399248, 3.508063521351014e-13, 663.6138166117858, 760.904867274597, 310.8503426172652, 862.6428852721604, 256.93452781460917, 865.725855514511, 215.34232782398888, 663.7913046405585, 187.61419449690865, 648.3764534288064, 267.7176907751404, 461.8567537666061, 324.71440928080534]"
C000729,"[1096.9486236907921, 1065.671749854449, 1150.9006029319246, 930.1119869220568, 1311.2150555341464, 631.2643277301922, 1355.9181240482274, 461.814624064702, 1405.2456479258342, 423.30332777709054, 1534.7303981045518, 415.60106851956834, 1682.7129697373718, 409.43926111355046, 1798.3243538255128, 415.60106851956834, 1900.0623718230765, 417.1415203710727, 1913.9357379136532, 477.2191425797465, 1915.4772230348283, 960.9210239521459, 1910.8527676713027, 1070.2931054089624]"
C000730,"[1096.9486236907921, 1065.671749854449, 1150.9006029319246, 930.1119869220568, 1311.2150555341464, 631.2643277301922, 1355.9181240482274, 461.814624064702, 1405.2456479258342, 423.30332777709054, 1534.7303981045518, 415.60106851956834, 1682.7129697373718, 409.43926111355046, 1798.3243538255128, 415.60106851956834, 1900.0623718230765, 417.1415203710727, 1913.9357379136532, 477.2191425797465, 1915.4772230348283, 960.9210239521459, 1910.8527676713027, 1070.2931054089624]"
